Date,Open,High,Low,Close,Adj Close,Volume
2020-03-12,1075.000000,1078.900024,1003.549988,1021.700012,1021.700012,1060386
2020-03-13,977.000000,1081.349976,919.549988,1071.150024,1071.150024,3128531
2020-03-16,1034.900024,1036.849976,995.099976,999.049988,999.049988,616555
2020-03-17,1002.000000,1012.849976,955.000000,975.250000,975.250000,998545
2020-03-18,990.000000,992.750000,865.099976,878.500000,878.500000,918511
2020-03-19,850.000000,919.250000,795.150024,894.799988,894.799988,1214435
2020-03-20,876.000000,914.500000,824.549988,882.400024,882.400024,1692006
2020-03-23,815.000000,841.700012,760.000000,770.500000,770.500000,1978025
2020-03-24,800.000000,825.000000,738.900024,765.450012,765.450012,2129197
2020-03-25,770.000000,867.950012,755.700012,855.549988,855.549988,2434775
2020-03-26,874.500000,941.099976,841.150024,913.400024,913.400024,1159169
2020-03-27,945.000000,988.150024,872.549988,905.049988,905.049988,1519252
2020-03-30,894.900024,894.900024,828.250000,833.000000,833.000000,909866
2020-03-31,857.000000,873.000000,838.000000,862.000000,862.000000,2322469
2020-04-01,869.900024,869.900024,820.000000,829.700012,829.700012,737855
2020-04-03,841.000000,846.549988,810.000000,813.500000,813.500000,610898
2020-04-07,876.000000,906.049988,846.000000,896.349976,896.349976,1172817
2020-04-08,887.500000,945.000000,866.700012,888.950012,888.950012,1022837
2020-04-09,911.099976,930.099976,890.299988,924.299988,924.299988,799130
2020-04-13,939.000000,945.700012,887.000000,895.450012,895.450012,700611
2020-04-15,929.000000,929.750000,843.349976,863.450012,863.450012,1124232
2020-04-16,863.000000,889.599976,856.099976,881.049988,881.049988,806676
2020-04-17,912.849976,920.849976,887.900024,910.400024,910.400024,2840770
2020-04-20,952.250000,960.849976,936.099976,946.000000,946.000000,2003508
2020-04-21,928.000000,934.349976,908.200012,920.750000,920.750000,613947
2020-04-22,918.000000,932.650024,907.299988,928.400024,928.400024,429763
2020-04-23,938.799988,958.500000,913.299988,954.750000,954.750000,790591
2020-04-24,935.000000,957.950012,926.099976,937.650024,937.650024,535291
2020-04-27,940.549988,957.599976,926.750000,929.849976,929.849976,411563
2020-04-28,941.700012,943.099976,922.599976,931.400024,931.400024,571379
2020-04-29,940.000000,992.400024,933.000000,976.750000,976.750000,926910
2020-04-30,1001.000000,1018.900024,992.250000,1001.750000,1001.750000,728396
2020-05-04,964.000000,964.000000,918.000000,923.049988,923.049988,680150
2020-05-05,939.000000,944.400024,908.000000,911.650024,911.650024,598519
2020-05-06,919.700012,950.000000,905.000000,946.299988,946.299988,893645
2020-05-07,945.000000,945.000000,922.799988,924.950012,924.950012,333934
2020-05-08,942.000000,943.049988,926.000000,928.950012,928.950012,543855
2020-05-11,939.000000,954.000000,914.299988,915.950012,915.950012,2910463
2020-05-12,901.450012,909.000000,871.549988,901.150024,901.150024,1408286
2020-05-13,964.000000,964.000000,922.150024,927.450012,927.450012,682671
2020-05-14,899.799988,910.500000,890.000000,893.900024,893.900024,566461
2020-05-15,898.000000,898.000000,875.500000,888.200012,888.200012,649460
2020-05-18,888.599976,888.599976,831.250000,836.400024,836.400024,1390096
2020-05-19,858.700012,867.250000,826.000000,831.500000,831.500000,770197
2020-05-20,835.400024,864.000000,832.549988,858.000000,858.000000,601130
2020-05-21,861.200012,884.049988,852.400024,859.799988,859.799988,1357769
2020-05-22,850.099976,870.349976,833.299988,838.900024,838.900024,898221
2020-05-26,850.000000,871.799988,848.900024,853.349976,853.349976,1235077
2020-05-27,861.000000,908.049988,857.349976,903.799988,903.799988,878059
2020-05-28,917.599976,950.000000,913.500000,945.049988,945.049988,1453812
2020-05-29,948.000000,955.000000,923.450012,951.250000,951.250000,1724302
2020-06-01,970.000000,995.000000,968.500000,986.900024,986.900024,577537
2020-06-02,988.000000,1005.000000,975.400024,1000.900024,1000.900024,685663
2020-06-03,1010.000000,1045.000000,1010.000000,1022.099976,1022.099976,630019
2020-06-04,1026.000000,1039.449951,991.150024,1003.250000,1003.250000,793208
2020-06-05,1003.000000,1041.800049,1002.349976,1034.750000,1034.750000,572133
2020-06-08,1051.000000,1066.800049,1006.599976,1015.450012,1015.450012,1677455
2020-06-09,1023.900024,1025.000000,979.349976,986.950012,986.950012,706114
2020-06-10,988.200012,1000.000000,978.400024,991.799988,991.799988,1176521
2020-06-11,989.000000,989.000000,965.099976,968.650024,968.650024,494738
2020-06-12,929.000000,986.450012,928.000000,983.000000,983.000000,737606
2020-06-15,972.400024,973.299988,942.650024,950.799988,950.799988,922866
2020-06-16,973.000000,993.450012,952.049988,990.349976,990.349976,1421931
2020-06-17,986.549988,998.450012,974.049988,980.900024,980.900024,822825
2020-06-18,980.000000,1024.900024,972.250000,1019.750000,1019.750000,1170646
2020-06-19,1022.000000,1042.699951,1013.150024,1033.650024,1033.650024,717999
2020-06-22,1023.000000,1045.199951,1023.000000,1028.500000,1028.500000,763426
2020-06-23,1035.000000,1045.000000,1016.349976,1040.849976,1040.849976,621513
2020-06-24,1045.849976,1057.650024,1029.699951,1032.400024,1032.400024,570032
2020-06-25,1015.000000,1049.000000,1007.250000,1028.949951,1028.949951,807420
2020-06-26,1040.000000,1062.500000,1027.650024,1055.599976,1055.599976,601584
2020-06-29,1033.000000,1082.000000,1033.000000,1076.400024,1076.400024,1727403
2020-06-30,1077.900024,1078.750000,1056.300049,1065.699951,1065.699951,435278
2020-07-01,1065.699951,1095.900024,1061.550049,1085.650024,1085.650024,907347
2020-07-02,1091.000000,1110.750000,1085.500000,1089.699951,1089.699951,560092
2020-07-03,1090.699951,1100.000000,1069.800049,1074.199951,1074.199951,454526
2020-07-06,1106.099976,1118.849976,1100.000000,1102.949951,1102.949951,912240
2020-07-07,1106.050049,1111.750000,1093.150024,1105.000000,1105.000000,334941
2020-07-08,1105.000000,1124.349976,1105.000000,1109.349976,1109.349976,333288
2020-07-09,1115.050049,1130.000000,1107.150024,1125.699951,1125.699951,253015
2020-07-10,1122.000000,1122.000000,1100.000000,1105.349976,1105.349976,277259
2020-07-13,1109.000000,1114.050049,1071.199951,1080.400024,1080.400024,637536
2020-07-14,1064.000000,1069.949951,1050.000000,1059.199951,1059.199951,670927
2020-07-15,1066.150024,1078.949951,1050.349976,1052.699951,1052.699951,696569
2020-07-16,1052.699951,1065.550049,1034.400024,1062.349976,1062.349976,319847
2020-07-17,1061.449951,1103.849976,1059.000000,1099.150024,1099.150024,1025663
2020-07-20,1142.000000,1152.650024,1124.650024,1132.800049,1132.800049,2047875
2020-07-21,1150.000000,1157.849976,1135.000000,1139.599976,1139.599976,840228
2020-07-22,1140.000000,1141.550049,1118.000000,1126.400024,1126.400024,665550
2020-07-23,1125.000000,1143.300049,1116.449951,1130.699951,1130.699951,455724
2020-07-24,1121.000000,1122.250000,1101.449951,1118.800049,1118.800049,687842
2020-07-27,1097.849976,1101.400024,1075.800049,1079.050049,1079.050049,721096
2020-07-28,1079.050049,1094.250000,1059.300049,1086.250000,1086.250000,440647
2020-07-29,1083.800049,1088.400024,1056.000000,1065.199951,1065.199951,662076
2020-07-30,1071.199951,1083.349976,1047.000000,1050.449951,1050.449951,907461
2020-07-31,1053.550049,1056.250000,1020.599976,1032.650024,1032.650024,804138
2020-08-03,1030.000000,1030.000000,994.000000,1001.950012,1001.950012,669872
2020-08-04,1005.900024,1059.900024,1003.099976,1041.400024,1041.400024,1061469
2020-08-05,1050.800049,1055.599976,1020.000000,1027.849976,1027.849976,483496
2020-08-06,1040.000000,1054.599976,1026.650024,1040.550049,1040.550049,851351
2020-08-07,1036.000000,1047.000000,1022.500000,1044.000000,1044.000000,599185
2020-08-10,1041.699951,1064.099976,1041.699951,1051.000000,1051.000000,697679
2020-08-11,1051.000000,1071.000000,1049.000000,1067.599976,1067.599976,781388
2020-08-12,1064.000000,1066.000000,1048.400024,1063.750000,1063.750000,382900
2020-08-13,1065.349976,1071.000000,1056.550049,1058.949951,1058.949951,428632
2020-08-14,1068.000000,1068.000000,1027.599976,1034.449951,1034.449951,564768
2020-08-17,1045.050049,1050.000000,1020.500000,1033.550049,1033.550049,535483
2020-08-18,1028.099976,1061.000000,1021.450012,1056.449951,1056.449951,897580
2020-08-19,1062.599976,1069.699951,1056.400024,1067.400024,1067.400024,361979
2020-08-20,1054.000000,1067.349976,1052.349976,1058.599976,1058.599976,502138
2020-08-21,1060.250000,1088.250000,1060.250000,1085.699951,1085.699951,441279
2020-08-24,1086.000000,1122.550049,1086.000000,1116.800049,1116.800049,854057
2020-08-25,1120.000000,1127.500000,1107.000000,1119.849976,1119.849976,323376
2020-08-26,1120.050049,1131.500000,1109.599976,1117.699951,1117.699951,414800
2020-08-27,1128.000000,1129.650024,1106.099976,1111.949951,1111.949951,202887
2020-08-28,1111.949951,1124.949951,1095.050049,1115.000000,1115.000000,462555
2020-08-31,1125.199951,1148.000000,1100.750000,1115.199951,1115.199951,1154504
2020-09-01,1122.000000,1143.550049,1109.050049,1127.349976,1127.349976,402661
2020-09-02,1122.050049,1138.550049,1120.349976,1134.199951,1134.199951,358167
2020-09-03,1135.000000,1145.750000,1128.099976,1130.699951,1130.699951,247928
2020-09-04,1106.000000,1124.500000,1104.550049,1119.800049,1119.800049,244820
2020-09-07,1088.099976,1119.949951,1088.099976,1109.300049,1109.300049,334506
2020-09-08,1115.800049,1119.000000,1104.250000,1112.050049,1112.050049,451864
2020-09-09,1101.000000,1111.050049,1091.699951,1095.699951,1095.699951,200800
2020-09-10,1105.000000,1105.000000,1084.000000,1090.650024,1090.650024,207916
2020-09-11,1094.000000,1104.949951,1071.099976,1078.500000,1078.500000,342173
2020-09-14,1090.000000,1093.900024,1053.199951,1057.900024,1057.900024,276013
2020-09-15,1066.000000,1076.000000,1058.400024,1070.900024,1070.900024,207577
2020-09-16,1069.750000,1095.500000,1069.750000,1093.500000,1093.500000,531136
2020-09-17,1088.000000,1094.349976,1077.849976,1083.250000,1083.250000,612290
2020-09-18,1090.000000,1092.150024,1047.300049,1057.400024,1057.400024,275132
2020-09-21,1052.000000,1071.199951,1041.150024,1048.699951,1048.699951,495062
2020-09-22,1050.000000,1058.000000,1030.000000,1036.000000,1036.000000,249691
2020-09-23,1040.000000,1055.000000,1034.650024,1047.550049,1047.550049,361101
2020-09-24,1036.500000,1045.050049,1025.150024,1029.949951,1029.949951,308801
2020-09-25,1053.000000,1053.000000,1026.250000,1044.050049,1044.050049,275377
2020-09-28,1050.000000,1059.000000,1042.900024,1054.050049,1054.050049,1177774
2020-09-29,1058.900024,1069.900024,1051.000000,1062.500000,1062.500000,125794
2020-09-30,1055.099976,1086.550049,1052.550049,1079.199951,1079.199951,278072
2020-10-01,1085.000000,1109.750000,1085.000000,1106.599976,1106.599976,512547
2020-10-05,1111.000000,1131.449951,1110.650024,1114.150024,1114.150024,258318
2020-10-06,1131.699951,1148.000000,1126.300049,1144.199951,1144.199951,254503
2020-10-07,1145.000000,1164.750000,1137.500000,1162.000000,1162.000000,518314
2020-10-08,1175.550049,1203.000000,1165.000000,1191.900024,1191.900024,665198
2020-10-09,1200.000000,1236.949951,1191.900024,1233.699951,1233.699951,1151656
2020-10-12,1235.000000,1242.500000,1206.000000,1213.400024,1213.400024,2023511
2020-10-13,1214.150024,1221.500000,1195.099976,1198.150024,1198.150024,201283
2020-10-14,1193.300049,1214.800049,1175.849976,1210.849976,1210.849976,246863
2020-10-15,1214.800049,1216.449951,1164.400024,1169.150024,1169.150024,382299
2020-10-16,1182.000000,1203.000000,1172.949951,1199.000000,1199.000000,401346
2020-10-19,1220.000000,1228.800049,1193.000000,1203.349976,1203.349976,820336
2020-10-20,1212.000000,1227.000000,1205.349976,1224.150024,1224.150024,479257
2020-10-21,1231.000000,1250.500000,1222.199951,1247.050049,1247.050049,750877
2020-10-22,1242.000000,1250.000000,1223.000000,1232.949951,1232.949951,225318
2020-10-23,1240.000000,1248.000000,1231.449951,1235.699951,1235.699951,117784
2020-10-26,1232.000000,1242.099976,1205.000000,1213.000000,1213.000000,194420
2020-10-27,1221.099976,1235.949951,1198.000000,1233.300049,1233.300049,352075
2020-10-28,1230.000000,1231.699951,1201.349976,1205.349976,1205.349976,735522
2020-10-29,1202.000000,1204.000000,1178.800049,1188.050049,1188.050049,220704
2020-10-30,1184.000000,1199.250000,1176.550049,1183.449951,1183.449951,202973
2020-11-02,1195.000000,1224.900024,1177.250000,1215.500000,1215.500000,333222
2020-11-03,1225.000000,1250.000000,1224.949951,1248.150024,1248.150024,569341
2020-11-04,1249.050049,1264.550049,1235.250000,1257.500000,1257.500000,487692
2020-11-05,1264.000000,1276.099976,1259.900024,1269.550049,1269.550049,515534
2020-11-06,1260.000000,1309.949951,1260.000000,1307.750000,1307.750000,806794
2020-11-09,1311.699951,1345.699951,1311.699951,1340.900024,1340.900024,684306
2020-11-10,1351.000000,1395.000000,1351.000000,1393.599976,1393.599976,817097
2020-11-11,1400.000000,1415.000000,1370.550049,1389.699951,1389.699951,470595
2020-11-12,1350.000000,1388.349976,1350.000000,1371.900024,1371.900024,552494
2020-11-13,1369.400024,1369.400024,1346.699951,1359.000000,1359.000000,592025
2020-11-14,null,null,null,null,null,null
2020-11-17,1386.550049,1412.349976,1380.800049,1408.199951,1408.199951,474107
2020-11-18,1411.000000,1418.849976,1399.699951,1408.500000,1408.500000,502607
2020-11-19,1400.000000,1400.000000,1368.000000,1374.300049,1374.300049,333963
2020-11-20,1374.000000,1408.000000,1365.650024,1403.849976,1403.849976,256475
2020-11-23,1412.000000,1422.000000,1375.250000,1394.849976,1394.849976,435408
2020-11-24,1407.199951,1445.000000,1407.000000,1438.650024,1438.650024,644606
2020-11-25,1450.000000,1464.000000,1397.250000,1402.650024,1402.650024,521830
2020-11-26,1415.650024,1432.000000,1387.150024,1426.449951,1426.449951,513010
2020-11-27,1433.449951,1446.000000,1415.599976,1440.699951,1440.699951,273238
2020-12-01,1440.000000,1448.849976,1426.800049,1433.550049,1433.550049,143290
2020-12-02,1432.000000,1432.000000,1395.449951,1406.949951,1406.949951,284792
2020-12-03,1420.099976,1431.599976,1374.250000,1377.050049,1377.050049,735561
2020-12-04,1377.000000,1401.000000,1373.400024,1385.150024,1385.150024,397444
2020-12-07,1377.000000,1379.400024,1358.150024,1372.150024,1372.150024,502277
2020-12-08,1377.000000,1388.699951,1365.550049,1376.250000,1376.250000,284977
2020-12-09,1380.000000,1409.900024,1376.300049,1405.849976,1405.849976,408109
2020-12-10,1402.000000,1402.000000,1375.599976,1385.849976,1385.849976,357530
2020-12-11,1386.400024,1395.300049,1373.300049,1382.199951,1382.199951,432604
2020-12-14,1382.000000,1387.849976,1367.750000,1369.800049,1369.800049,324067
2020-12-15,1383.000000,1395.000000,1365.050049,1390.400024,1390.400024,278563
2020-12-16,1400.000000,1416.599976,1394.900024,1410.750000,1410.750000,339891
2020-12-17,1415.000000,1444.000000,1404.500000,1441.400024,1441.400024,620443
2020-12-18,1435.000000,1438.699951,1405.650024,1411.250000,1411.250000,241345
2020-12-21,1414.500000,1423.800049,1366.300049,1372.400024,1372.400024,450628
